,PLAYER_NAME,TEAM_ABBREVIATION,NPTwAO/G,PGen/G,IOEwAO,Eff_Factor,Pos_Weight,Score
81,Corey Brewer,SAC,2.26,1.8,0.7950530035335689,0.7311990256127285,0.22452008847399152,0.34507238988578176
82,Cory Joseph,SAC,13.89,16.09712084347121,1.1865199638922268,1.0912256637131426,0.7904446955287585,16.394799114310704
83,Courtney Lee,DAL,4.92,6.236111111111112,1.2675022583559168,1.165703936910727,0.42509502200501037,3.590213018593173
84,Cristiano Felicio,CHI,3.23,6.596590909090909,2.040565241844769,1.876679051465402,0.30469741800084227,10.50675519925864
85,D'Angelo Russell,MIN,36.57,40.526384588923285,1.1344443171648635,1.0433324264371788,0.9836659014161699,46.800733637746255
86,D.J. Augustin,ORL,21.38,24.173321234119783,1.1572593817987196,1.064315119358812,0.9097768724500769,26.992347503960815
87,D.J. Wilson,MIL,5.54,5.500500500500501,1.0029495294624409,0.9223985261640704,0.4638315378675246,2.2351474625799255
88,DaQuan Jeffries,SAC,5.05,5.153846153846153,1.0207190737355272,0.9387409252246562,0.4334425786529733,2.020405341607079
89,Damian Jones,ATL,4.4,7.463636363636364,1.7323598919648886,1.593226941330353,0.39045662597952424,9.602426851117865
90,Damian Lillard,POR,42.07,52.27092918715957,1.261880862041512,1.1605340180632948,0.9912026688350353,97.78267193953513
91,Damion Lee,GSW,17.29,20.477782602402662,1.1953342079454523,1.0993319995606734,0.8570560230206826,23.688878182709388
92,Damyean Dotson,NYK,9.07,10.461693548387096,1.1664064162468193,1.0727275178353548,0.6395738185574456,7.936806525326578
93,Daniel Gafford,CHI,3.85,6.410147991543339,1.6766202167662019,1.5419639487850656,0.3515462026309385,6.167992901196743
94,Daniel Theis,BOS,9.4,14.34846153846154,1.5488408396439486,1.4244470591815561,0.6527104809531945,29.008718797200032
95,Danilo Gallinari,OKC,19.44,24.219054763690924,1.2564273004793138,1.1555184544685715,0.8877693966805404,35.2955005994659
96,Danny Green,LAL,10.12,11.75435174069628,1.1735023466751042,1.0792535448950824,0.6797341636331968,9.713032012465655
97,Dante Exum,CLE,6.83,7.732225913621262,1.1471172727057652,1.0549875647763294,0.5362664396593319,4.640137569032786
98,Danuel House Jr.,HOU,12.44,14.579365079365079,1.1888428682371213,1.093362006052621,0.7533112123868128,14.104640263643676
99,Dario Saric,PHX,12.23,15.70971074380165,1.2987785713634996,1.1944683205357964,0.7474132563745477,20.060687088119533
100,Darius Bazley,OKC,7.4,7.76820434616851,1.0547107930828865,0.9700026297339469,0.565072516578279,4.127789561662803
101,Darius Garland,CLE,23.25,23.722644067796608,1.0362454467379396,0.9530203113287355,0.926895377486268,18.949121267234187
102,Daryl Macon,MIA,1.75,1.75,1.0,0.9196858855484542,0.17872146589856086,0.2990166564378922
103,David Nwaba,HOU,5.19,6.465000000000002,1.2691401648998824,1.1672102964410596,0.442296756222444,3.9067685916608927
104,Davis Bertans,WAS,15.79,20.16147455867082,1.2996843975840706,1.1953013961256151,0.8307768627581701,30.114919730719848
105,De'Aaron Fox,SAC,35.93,40.996610346266166,1.1586867838156003,1.0656278808467408,0.9824463583379436,51.39229682945612
106,De'Andre Hunter,ATL,16.93,17.525121343303162,1.0441880198117,0.9603249836796101,0.8511474111288808,13.314459605441918
107,De'Anthony Melton,MEM,13.95,15.668760907504366,1.14476359462552,1.052822920266803,0.7918545588316177,14.348460127600438
108,DeAndre Jordan,BKN,8.44,13.323891625615767,1.6161365686936466,1.4863379913462567,0.6130990813724649,28.78144425208829
109,DeAndre' Bembry,ATL,11.07,11.179474216380184,1.0335341230313635,0.9505267451846445,0.7121997574853416,7.0656867917935315
110,DeMar DeRozan,SAS,31.95,38.943014705882355,1.2302898106335136,1.131480173973723,0.9725311595368261,61.297540587057846
111,DeMarre Carroll,HOU,5.23,6.5,1.2532133676092545,1.1525626457708777,0.44480101051615906,3.8467975815512014
112,Dean Wade,CLE,1.54,2.2916666666666665,1.4913232104121474,1.3715489074068594,0.15908593760879075,0.4961318596395868
113,Deandre Ayton,PHX,18.06,23.542105263157893,1.319157720891825,1.2132107367164786,0.868918419734187,40.11589144231266
114,Dejounte Murray,SAS,19.23,22.254524769883133,1.1777146755927763,1.083127564345953,0.8850861326051336,25.492443444356386
115,Delon Wright,DAL,13.79,16.88534505040062,1.250132037200046,1.1497287896848174,0.7880736700050015,20.317503122243632
116,Dennis Schroder,OKC,27.32,30.960934628511414,1.1533783904846533,1.060745826425329,0.9537540071730173,36.37568415700018
117,Dennis Smith Jr.,NYK,14.98,14.136317135549872,0.9762649955490242,0.8978571369614621,0.8146304318615617,8.786143020091849
118,Denzel Valentine,CHI,10.1,10.558823529411764,1.0691878011330544,0.9833169297026577,0.6790126883166077,6.893128450026096
119,Deonte Burton,OKC,4.65,3.998650472334683,0.8704363050962973,0.8005279840660127,0.40736271949092684,1.2354632651801716
120,Derrick Favors,NOP,8.53,14.030525846702318,1.6709247575700967,1.5367259153506905,0.6169970421050985,35.72903980476881
121,Derrick Jones Jr.,MIA,8.73,11.531405782652044,1.336331201242282,1.2290049442005377,0.6255191529358743,12.626970141190188
122,Derrick Rose,DET,29.64,33.82236842105263,1.161354810633881,1.068081627453778,0.964378442509271,41.45359573337503
123,Derrick Walton Jr.,DET,4.19,5.204244031830238,1.2650555799138576,1.1634537612810893,0.37588336530430655,2.5615457214791144
124,Derrick White,SAS,17.48,20.982595285305127,1.2270101470544088,1.128463913670673,0.8600792999897486,26.681417959472963
125,Devin Booker,PHX,39.49,45.71084919057086,1.1776983994390642,1.0831125953971128,0.9882397537201048,62.06548038703246
126,Devon Hall,OKC,6.14,5.440559440559441,0.8863470652570178,0.8151608856141739,0.498831562456877,1.984366013328425
127,Devontae Cacok,LAL,6.0,8.0,1.3333333333333333,1.2262478473979388,0.49087493966916573,6.286125010363843
128,Devonte' Graham,CHA,33.94,38.859879584017506,1.172765968131133,1.0785763079417714,0.978041443982749,50.67057867767378
129,Dewan Hernandez,TOR,2.87,3.6666666666666665,1.2790697674418603,1.1763424117480226,0.2759569758275062,1.2723828075782702
130,Dewayne Dedmon,ATL,7.34,7.168181818181817,0.9861180590295148,0.9069188603738821,0.5621265558364092,3.3544449526518094
131,Dillon Brooks,MEM,21.21,22.294317905487556,1.064188794431899,0.978719413797843,0.9080345886864827,18.94986929830803
132,Dion Waiters,LAL,16.45,17.917391304347824,1.1095734025481685,1.0204589973035239,0.842887610276611,16.020836709565863
133,Domantas Sabonis,IND,24.42,31.984064709871163,1.3297738875110727,1.2229742753148314,0.9359121633988591,64.82316596828507
134,Donovan Mitchell,UTA,32.66,37.045848989085705,1.149519526301857,1.0571968835021628,0.974640079378219,44.392625593034246
135,Donta Hall,BKN,3.32,5.666666666666668,1.7045454545454544,1.5676463958212286,0.3117024728648774,4.728154389687383
136,Donte DiVincenzo,MIL,13.42,16.077550654473733,1.2184997740058636,1.120637043697174,0.7790652271265702,17.51090162343572
137,Dorian Finney-Smith,DAL,10.67,14.314920774647886,1.366956336077039,1.257170448451082,0.6989516920487622,19.836766060928326
138,Doug McDermott,IND,10.76,13.529300567107748,1.2813947992236792,1.178480710661213,0.7019847023791135,15.118678117827125
139,Dragan Bender,GSW,9.38,11.328125,1.2400793650793651,1.1404834890233808,0.6519281283346798,10.38602947256024
140,Draymond Green,GSW,21.55,24.92433785529716,1.184878750915157,1.0897162633029525,0.9114861486658383,30.316115722986684
141,Drew Eubanks,SAS,4.43,6.863636363636362,1.5821458507963118,1.4550772078564185,0.3925105543191516,6.472951982747008
142,Duncan Robinson,MIA,13.57,17.656403167022752,1.3103015525299495,1.205065843674021,0.782762554824009,24.90171958118957
143,Dwayne Bacon,CHA,10.47,10.25287356321839,0.9938906068938088,0.9140671629394231,0.6921006953532258,5.809651172654833
144,Dwight Howard,LAL,5.44,9.2540857230959,1.7111478049459137,1.5737184842959762,0.457765029019384,15.183767015984381
145,Dwight Powell,DAL,8.4,13.587890625,1.6428352829162132,1.5108924219790427,0.6113539443944311,31.503844296737118
146,Dzanan Musa,BKN,7.91,8.190000000000001,1.0419847328244276,0.9582986517356031,0.5893262609948511,4.421346235758841
147,E'Twaun Moore,NOP,11.07,12.205574912891985,1.1099580953588035,1.0208127938517368,0.7121997574853416,9.157446175615283
148,Ed Davis,UTA,1.86,3.071428571428572,1.6810007818608288,1.5459926926733203,0.18882307681450305,1.0702365979002482
149,Edmond Sumner,IND,8.73,9.57508342602892,1.1085583590039458,1.019525476082685,0.6255191529358743,6.25951168248792
150,Elfrid Payton,NYK,26.46,28.904419889502762,1.129235740230956,1.038542171747271,0.949055660867147,31.229474531338145
151,Elie Okobo,PHX,8.88,9.663127272727273,1.1113081298093006,1.022054401480863,0.6317860632551646,6.418209992801332
152,Emmanuel Mudiay,UTA,12.62,14.145584045584044,1.1443275684047496,1.0524219131058314,0.7582568678136791,12.324093482500649
153,Enes Kanter,BOS,6.51,10.798275862068962,1.676571367384088,1.5419190226978177,0.5192663142316296,20.358181622370942
154,Eric Bledsoe,MIL,25.95,30.02875571083042,1.1854785901529006,1.0902679269835034,0.9460469684102283,38.62106696929416
155,Eric Gordon,HOU,18.81,19.612599206349206,1.0458813346989562,0.9618823014812087,0.8795256122942275,15.399803487827699
156,Eric Paschall,GSW,17.12,20.124879227053142,1.188149676883525,1.0927244877487343,0.8542956557295261,22.710645667817758
157,Ersan Ilyasova,MIL,6.89,8.965986394557824,1.3219835771792336,1.2158096368585967,0.5393863842041777,7.763863648545498
158,Evan Fournier,ORL,24.75,27.78826728826729,1.1399960473804334,1.0484382743568115,0.9382480100061547,30.627904019706403
159,Evan Turner,MIN,9.75,9.149885583524027,0.9813040533244328,0.9024914872739686,0.666120487159436,4.911591543282571
160,Frank Jackson,NOP,8.85,9.325828484695167,1.0663253499942151,0.9806843737921951,0.6305411279808103,5.632104748411575
161,Frank Kaminsky,PHX,12.68,14.901551123773348,1.1894402247792888,1.0939113864330927,0.7598832870143178,14.593456381987432
162,Frank Mason,MIL,13.61,15.491039426523301,1.157199160347856,1.0642597345404456,0.7837380158974516,14.478572101728208
163,Frank Ntilikina,NYK,14.0,15.088084795321636,1.105482072771522,1.0166962590548179,0.7930221964170001,12.519824466551604
164,Fred VanVleet,TOR,31.58,36.80037986704653,1.188443719840988,1.0929949149064582,0.9713635298220328,49.9862315809356
165,Furkan Korkmaz,PHI,11.57,13.281835205992511,1.1621282991827009,1.0687929939547611,0.7279430269169048,11.551217583263368
166,Gabe Vincent,MIA,5.22,4.0,0.7826086956521741,0.7197541712987904,0.4441760031248283,1.2047315444110964
167,Garrett Temple,BKN,15.78,17.42880320671884,1.1194532144212748,1.0295453208350938,0.8305863622105041,15.75164845369134
168,Garrison Mathews,WAS,4.89,7.1805555555555545,1.503606328524895,1.382845517765678,0.4231512621005509,6.462937526619981
169,Gary Clark,ORL,4.03,5.052910052910052,1.2602269728160465,1.1590129594863734,0.3645465058593893,2.383234263682428
170,Gary Harris,DEN,14.78,16.674915635545553,1.14088954597614,1.04926001240404,0.8104119517531296,15.522738915437218
171,Gary Payton II,WAS,6.33,8.068965517241379,1.2891141472014105,1.1855800860419696,0.5094313164784555,6.056069282323037
172,Gary Trent Jr.,POR,9.21,11.54610655737705,1.260401753758053,1.1591737030517997,0.6452065704920882,10.996288997027152
